# {"t_start": 1585585018.7087429, "env_id": "MountainCarContinuous-v0"} 
-1.268667,999,459.460207
-1.339256,999,459.888966
-1.309469,999,460.373263
-1.324525,999,460.817185
-1.280431,999,461.319601
-1.276886,999,461.767225
-1.374946,999,462.262786
-1.278887,999,462.709477
-1.298964,999,463.213064
-1.146235,999,463.663515
-1.193293,999,464.164703
-1.190108,999,464.622288
-1.342181,999,465.135005
-1.239684,999,465.589388
-1.18776,999,466.084077
-1.30014,999,466.533297
-1.189879,999,467.028873
-1.272122,999,467.476602
-1.20781,999,467.973315
-1.234604,999,468.41981
-1.210635,999,468.867132
-1.244072,999,469.361536
-1.253179,999,469.810872
-1.125393,999,470.312508
-1.126855,999,470.759974
-1.143964,999,471.263827
-1.273026,999,471.693501
-1.179916,999,472.171774
-1.21444,999,472.603941
-1.05835,999,473.081125
-1.121562,999,473.51108
-1.19395,999,473.984737
-1.205313,999,474.416386
-1.119617,999,474.893917
-1.117296,999,475.327952
-1.139105,999,475.810207
-1.047291,999,476.267242
-1.149189,999,476.762417
-1.233131,999,477.209406
-1.07531,999,477.705075
-1.031814,999,478.153411
-1.063421,999,478.649022
-1.149121,999,479.103644
-1.054469,999,479.616532
-0.984882,999,480.064454
-1.110213,999,480.566314
-1.064965,999,481.014432
-1.105198,999,481.546006
-1.09164,999,481.976369
-1.129533,999,482.453784
-1.105105,999,482.882933
-1.044217,999,483.372978
-1.097888,999,483.840237
-1.055446,999,484.316691
-1.041717,999,484.747836
-1.071786,999,485.223857
-1.184419,999,485.650171
-1.020218,999,486.124713
-1.034745,999,486.562401
-0.968121,999,487.049747
-1.036843,999,487.489583
-1.004025,999,487.91989
-1.023903,999,488.396875
-1.019044,999,488.831017
-0.997213,999,489.316833
-0.989991,999,489.750693
-0.967738,999,490.232354
-0.94245,999,490.662907
-0.909141,999,491.137931
-0.999823,999,491.56926
-0.908535,999,492.053782
-0.893357,999,492.484251
-0.941048,999,492.963695
-0.948361,999,493.392649
-0.912446,999,493.867353
-1.027195,999,494.296147
-0.98589,999,494.78147
-0.952442,999,495.223386
-0.977131,999,495.697993
-0.952143,999,496.126392
-0.852613,999,496.602428
-0.881647,999,497.038521
-0.927951,999,497.516975
-0.88788,999,497.957682
-0.927111,999,498.439332
-0.928837,999,498.870077
-0.929731,999,499.348359
-0.953438,999,499.778982
-0.871659,999,500.253852
-0.869842,999,500.683664
-0.905077,999,501.163594
-0.838535,999,501.592666
-0.851246,999,502.071709
-0.8522,999,502.5007
-0.850001,999,502.976829
-0.873804,999,503.406432
-0.872756,999,503.88575
-0.876585,999,504.317859
-0.834989,999,504.806263
-0.880623,999,505.234792
-0.844812,999,505.711124
-0.799434,999,506.141136
-0.903042,999,506.572667
-0.860369,999,507.051383
-0.884684,999,507.481106
-0.832447,999,507.966959
-0.818064,999,508.399296
-0.873958,999,508.888115
-0.812214,999,509.320293
-0.746201,999,509.828486
-0.75808,999,510.257584
-0.804323,999,510.744276
-0.861925,999,511.177364
-0.881889,999,511.693449
-0.799766,999,512.121025
-0.827882,999,512.59887
-0.831601,999,513.032293
-0.846459,999,513.556184
-0.798987,999,514.015821
-0.765304,999,514.492595
-0.834644,999,514.918485
-0.786453,999,515.396498
-0.73024,999,515.833295
-0.76922,999,516.306262
-0.792942,999,516.738162
-0.751398,999,517.214011
-0.783979,999,517.642668
-0.8821,999,518.123308
-0.75158,999,518.552424
-0.758724,999,519.035199
-0.717578,999,519.466025
-0.742822,999,519.946531
-0.778258,999,520.373203
-0.773655,999,520.849697
-0.752205,999,521.281316
-0.710172,999,521.784019
-0.694797,999,522.21006
-0.75933,999,522.685484
-0.765897,999,523.118124
-0.742474,999,523.590524
-0.673479,999,524.0202
-0.782784,999,524.497248
-0.712456,999,524.933553
-0.713598,999,525.362187
-0.705692,999,525.843987
-0.778614,999,526.27101
-0.66714,999,526.751381
-0.713805,999,527.178998
-0.741629,999,527.659928
-0.725028,999,528.092223
-0.718604,999,528.569265
-0.678036,999,528.999883
-0.721846,999,529.475099
-0.700311,999,529.904829
-0.633767,999,530.383314
-0.67438,999,530.818297
-0.671531,999,531.292459
-0.702815,999,531.722297
-0.68965,999,532.200993
-0.75625,999,532.631151
-0.676183,999,533.111751
-0.652557,999,533.543024
-0.699915,999,534.040718
-0.699156,999,534.470731
-0.637689,999,534.948279
-0.659212,999,535.380075
-0.713371,999,535.86217
-0.68603,999,536.291268
-0.656224,999,536.779628
-0.645702,999,537.206209
-0.651846,999,537.684708
-0.612206,999,538.118441
-0.638116,999,538.596464
-0.669271,999,539.014884
-0.601108,999,539.503783
-0.670097,999,539.940697
-0.639076,999,540.417534
-0.611163,999,540.853473
-0.615664,999,541.3296
-0.61814,999,541.798489
-0.634884,999,542.28019
-0.612409,999,542.711011
-0.580284,999,543.203917
-0.666491,999,543.683317
-0.61216,999,544.114606
-0.600333,999,544.591998
-0.640243,999,545.023952
-0.572404,999,545.506053
-0.606527,999,545.95604
-0.605294,999,546.436452
-0.618807,999,546.870074
-0.578388,999,547.355008
-0.640608,999,547.783555
-0.642732,999,548.260433
-0.523141,999,548.691445
-0.56226,999,549.173269
-0.569742,999,549.602863
-0.610755,999,550.086595
-0.59694,999,550.51573
-0.612807,999,550.989652
-0.594722,999,551.420236
-0.569423,999,551.903219
-0.580073,999,552.331968
-0.541948,999,552.812713
-0.583563,999,553.241677
-0.580753,999,553.714937
-0.534903,999,554.143361
-0.544612,999,554.627189
-0.56843,999,555.063275
-0.561796,999,555.540931
-0.555011,999,555.975007
-0.580446,999,556.453259
-0.512169,999,556.882017
-0.543674,999,557.363871
-0.530167,999,557.8164
-0.507032,999,558.29132
-0.537991,999,558.727449
-0.559041,999,559.204267
-0.533864,999,559.633987
-0.572108,999,560.108425
-0.541588,999,560.537454
-0.514655,999,561.021639
-0.522776,999,561.449226
-0.526892,999,561.929383
-0.48886,999,562.35821
-0.50558,999,562.790093
-0.495408,999,563.268473
-0.490117,999,563.700097
-0.491741,999,564.186828
-0.517607,999,564.623524
-0.486574,999,565.108502
-0.504843,999,565.539689
-0.500442,999,566.015306
-0.473236,999,566.446732
-0.529677,999,566.932396
-0.530271,999,567.362206
-0.449155,999,567.845486
-0.48065,999,568.27175
-0.533492,999,568.748123
-0.477456,999,569.171187
-0.473301,999,569.681118
-0.487981,999,570.112649
-0.465336,999,570.590147
-0.481811,999,571.023874
-0.483183,999,571.538695
-0.451854,999,571.967606
-0.480714,999,572.444967
-0.43789,999,572.882806
-0.490026,999,573.37508
-0.444412,999,573.841323
-0.463506,999,574.321077
-0.474618,999,574.749422
-0.471178,999,575.225725
-0.481033,999,575.659177
-0.465803,999,576.142559
-0.471171,999,576.572087
-0.470796,999,577.054627
-0.464252,999,577.483591
-0.447026,999,577.960195
-0.431777,999,578.389613
-0.425157,999,578.875476
-0.461812,999,579.303412
-0.455493,999,579.787981
-0.440781,999,580.216139
-0.480098,999,580.692614
-0.457272,999,581.121107
-0.466344,999,581.550991
-0.443323,999,582.052018
-0.444728,999,582.481593
-0.437833,999,582.968377
-0.4492,999,583.398584
-0.434522,999,583.885062
-0.452792,999,584.314745
-0.395379,999,584.808571
-0.408092,999,585.235996
-0.431823,999,585.713958
-0.409774,999,586.145983
-0.421456,999,586.624028
-0.452124,999,587.053228
-0.394905,999,587.530685
-0.414439,999,587.967303
-0.450551,999,588.445083
-0.400241,999,588.875831
-0.412909,999,589.350861
-0.396789,999,589.777624
-0.40265,999,590.254419
-0.397938,999,590.683699
-0.422556,999,591.15822
-0.448347,999,591.588825
-0.378467,999,592.07289
-0.393291,999,592.50426
-0.402714,999,592.988029
-0.38659,999,593.417488
-0.382161,999,593.915025
-0.400968,999,594.347173
-0.432912,999,594.828631
-0.389558,999,595.254433
-0.39483,999,595.730011
-0.371491,999,596.156394
-0.430159,999,596.634146
-0.364809,999,597.06737
-0.409401,999,597.54423
-0.345371,999,597.979809
-0.359373,999,598.457192
-0.357314,999,598.877105
-0.372616,999,599.359423
-0.37396,999,599.796603
-0.375011,999,600.225948
-0.38924,999,600.698016
-0.350479,999,601.129211
-0.385098,999,601.653084
-0.336473,999,602.080167
-0.380997,999,602.562657
-0.376986,999,602.997639
-0.404103,999,603.521001
-0.375273,999,603.954067
-0.37697,999,604.428703
-0.383479,999,604.855575
-0.346729,999,605.335739
-0.381004,999,605.786304
-0.386579,999,606.259116
-0.380576,999,606.689233
-0.382445,999,607.171123
-0.376128,999,607.600944
-0.336662,999,608.076726
-0.360062,999,608.507571
-0.35345,999,608.990361
-0.326689,999,609.420068
-0.37722,999,609.902302
-0.322435,999,610.330748
-0.332284,999,610.81353
-0.359245,999,611.239785
-0.35505,999,611.725597
-0.358647,999,612.163933
-0.336358,999,612.637335
-0.338804,999,613.069488
-0.320417,999,613.545161
-0.351279,999,613.972077
-0.301987,999,614.449757
-0.316191,999,614.889187
-0.335415,999,615.362508
-0.356918,999,615.795356
-0.359332,999,616.270092
-0.312501,999,616.700845
-0.330022,999,617.179953
-0.302328,999,617.612458
-0.296232,999,618.106417
-0.309902,999,618.53667
-0.30242,999,618.969971
-0.328891,999,619.447045
-0.308333,999,619.8779
-0.31516,999,620.356418
-0.318577,999,620.790241
-0.305721,999,621.268938
-0.320074,999,621.699217
-0.315129,999,622.196328
-0.299422,999,622.735666
-0.318181,999,623.211796
-0.304038,999,623.641225
-0.318388,999,624.123259
-0.292168,999,624.557294
-0.29371,999,625.039461
-0.290875,999,625.469018
-0.313168,999,625.94582
-0.299109,999,626.374068
-0.319757,999,626.860667
-0.292754,999,627.288882
-0.294702,999,627.767726
-0.29255,999,628.201063
-0.279384,999,628.676032
-0.289291,999,629.102275
-0.290483,999,629.596907
-0.282568,999,630.054232
-0.291948,999,630.533446
-0.296142,999,630.968152
-0.260973,999,631.480912
-0.289739,999,631.910462
-0.265841,999,632.385766
-0.269907,999,632.818203
-0.264836,999,633.300251
-0.29035,999,633.778963
-0.266626,999,634.257725
-0.277051,999,634.687903
-0.253393,999,635.165228
-0.29353,999,635.595638
-0.256771,999,636.081404
-0.280332,999,636.511062
-0.300509,999,636.992847
-0.279273,999,637.421565
-0.278612,999,637.851119
-0.261224,999,638.327098
-0.2701,999,638.758941
-0.263016,999,639.258246
-0.268377,999,639.688506
-0.252216,999,640.175206
-0.283177,999,640.603672
-0.262567,999,641.082576
-0.276325,999,641.515057
-0.246839,999,642.012156
-0.249094,999,642.442554
-0.267077,999,642.921454
-0.260766,999,643.349485
-0.247609,999,643.824122
-0.253634,999,644.253258
-0.239286,999,644.732295
-0.251014,999,645.168238
-0.267729,999,645.642572
-0.263974,999,646.078235
-0.277349,999,646.55608
-0.260282,999,646.984323
-0.252271,999,647.462195
-0.253599,999,647.90027
-0.262918,999,648.382268
-0.236518,999,648.81522
-0.267545,999,649.298924
-0.251505,999,649.728729
-0.263583,999,650.206838
-0.229194,999,650.636635
-0.250282,999,651.12079
-0.249762,999,651.547713
-0.234377,999,652.028821
-0.248045,999,652.458906
-0.252136,999,652.937583
-0.234105,999,653.368595
-0.234818,999,653.862552
-0.243697,999,654.293172
-0.218573,999,654.776596
-0.231933,999,655.206664
-0.226174,999,655.683094
-0.253849,999,656.110504
-0.226646,999,656.539846
-0.23907,999,657.02633
-0.228111,999,657.453418
-0.225465,999,657.938915
-0.233428,999,658.367674
-0.232702,999,658.859766
-0.217723,999,659.291788
-0.22226,999,659.779861
-0.221041,999,660.215508
-0.220019,999,660.69267
-0.222537,999,661.123107
-0.214324,999,661.650544
-0.219063,999,662.084638
-0.209555,999,662.558362
-0.235465,999,662.996307
-0.224957,999,663.523588
-0.261545,999,663.957598
-0.222552,999,664.433479
-0.200296,999,664.874247
-0.220533,999,665.35468
-0.211685,999,665.799194
-0.235613,999,666.276612
-0.217725,999,666.704865
-0.228128,999,667.186108
-0.219801,999,667.614703
-0.233542,999,668.093466
-0.212035,999,668.523128
-0.201964,999,669.007991
-0.203085,999,669.436099
-0.216922,999,669.912752
-0.207977,999,670.341724
-0.20217,999,670.818333
-0.202688,999,671.245999
-0.208536,999,671.723803
-0.20944,999,672.15826
-0.204322,999,672.633678
-0.205417,999,673.068861
-0.198132,999,673.544816
-0.206468,999,673.974961
-0.200326,999,674.446821
-0.198579,999,674.887565
-0.195987,999,675.315356
-0.201093,999,675.792373
-0.188693,999,676.224509
-0.208344,999,676.70792
-0.199119,999,677.138374
-0.19061,999,677.619179
-0.19152,999,678.069625
-0.208687,999,678.546238
-0.186069,999,678.97996
-0.203176,999,679.45653
-0.185461,999,679.886989
-0.196994,999,680.363544
-0.20187,999,680.793943
-0.197951,999,681.273794
-0.192314,999,681.703505
-0.190687,999,682.186396
-0.198544,999,682.61677
-0.18455,999,683.093908
-0.185511,999,683.523896
-0.191598,999,684.005493
-0.184973,999,684.441809
-0.186078,999,684.923061
-0.178036,999,685.351401
-0.179225,999,685.832146
-0.189756,999,686.258826
-0.185632,999,686.740049
-0.187618,999,687.175646
-0.172551,999,687.652609
-0.183909,999,688.085752
-0.199408,999,688.562251
-0.184356,999,688.983264
-0.178231,999,689.469292
-0.171322,999,689.919319
-0.200276,999,690.394291
-0.17864,999,690.825478
-0.188794,999,691.301562
-0.175089,999,691.775285
-0.178887,999,692.362923
-0.185539,999,692.888074
-0.176332,999,693.545714
-0.174029,999,694.099205
-0.178813,999,694.654493
-0.163072,999,695.184534
-0.179591,999,695.614618
-0.164,999,696.105249
-0.171538,999,696.532483
-0.180903,999,697.022806
-0.162817,999,697.460249
-0.162601,999,697.93598
-0.165947,999,698.361339
-0.171209,999,698.840988
-0.16136,999,699.269164
-0.171369,999,699.744762
-0.15837,999,700.179158
-0.162526,999,700.653648
-0.154244,999,701.080736
-0.165373,999,701.557815
-0.166194,999,702.009182
-0.160681,999,702.485034
-0.149023,999,702.923659
-0.160762,999,703.398064
-0.15368,999,703.827843
-0.155002,999,704.302791
-0.160031,999,704.73404
-0.162038,999,705.221613
-0.169918,999,705.650662
-0.16592,999,706.135897
-0.157914,999,706.565379
-0.150855,999,707.041035
-0.154502,999,707.467586
-0.147709,999,707.95421
-0.149049,999,708.392755
-0.162533,999,708.870716
-0.150764,999,709.299537
-0.152407,999,709.774801
-0.15868,999,710.202756
-0.161545,999,710.680217
-0.152621,999,711.115391
-0.150167,999,711.589007
-0.157026,999,712.025591
-0.151124,999,712.503516
-0.147216,999,712.933025
-0.159447,999,713.364148
-0.161406,999,713.86496
-0.152114,999,714.293532
-0.152216,999,714.775906
-0.145002,999,715.206391
-0.135039,999,715.685201
-0.141392,999,716.113296
-0.142678,999,716.588675
-0.158242,999,717.023405
-0.151792,999,717.502061
-0.157764,999,717.935342
-0.152367,999,718.410396
-0.158539,999,718.834136
-0.139973,999,719.314823
-0.153436,999,719.742496
-0.153801,999,720.226076
-0.148432,999,720.656367
-0.15193,999,721.134776
-0.146848,999,721.60153
-0.140407,999,722.080022
-0.142029,999,722.508731
-0.150825,999,722.994041
-0.151527,999,723.468179
-0.127771,999,723.957597
-0.142122,999,724.387679
-0.141689,999,724.865828
-0.141955,999,725.297349
-0.145314,999,725.79311
-0.128741,999,726.222729
-0.139469,999,726.701509
-0.133813,999,727.135649
-0.142428,999,727.610799
-0.139994,999,728.040248
-0.135815,999,728.51774
-0.135738,999,728.953658
-0.139627,999,729.429924
-0.138153,999,729.864134
-0.130993,999,730.341696
-0.146664,999,730.768285
-0.143019,999,731.242524
-0.14022,999,731.672654
-0.141052,999,732.108133
-0.123092,999,732.585733
-0.13088,999,733.017762
-0.129689,999,733.498559
-0.139662,999,733.927594
-0.130215,999,734.406368
-0.127501,999,734.832623
-0.133853,999,735.319774
-0.120644,999,735.749926
-0.13463,999,736.242565
-0.13304,999,736.674179
-0.126193,999,737.147829
-0.127458,999,737.580409
-0.144092,999,738.076503
-0.133256,999,738.505006
-0.132771,999,738.983238
-0.12281,999,739.414806
-0.130455,999,739.895424
-0.122026,999,740.324807
-0.127406,999,740.800503
-0.125159,999,741.236796
-0.127286,999,741.713781
-0.138048,999,742.152211
-0.130787,999,742.633729
-0.123208,999,743.062666
-0.132591,999,743.541863
-0.13677,999,743.976957
-0.133146,999,744.459492
-0.134291,999,744.895389
-0.124138,999,745.374105
-0.141172,999,745.803559
-0.1266,999,746.280215
-0.12497,999,746.711472
-0.120466,999,747.19596
-0.133302,999,747.623356
-0.116939,999,748.104524
-0.119108,999,748.533681
-0.121249,999,749.009152
-0.111592,999,749.445264
-0.121848,999,749.945149
-0.122242,999,750.37207
-0.125407,999,750.801224
-0.122254,999,751.280537
-0.11505,999,751.748639
-0.121079,999,752.229184
-0.120664,999,752.658572
-0.129567,999,753.147494
-0.115793,999,753.623449
-0.116015,999,754.103677
-0.116262,999,754.536454
-0.115948,999,755.015955
-0.110727,999,755.447547
-0.115229,999,755.930787
-0.117543,999,756.361147
-0.115639,999,756.837939
-0.10999,999,757.273371
-0.113317,999,757.752557
-0.115026,999,758.181526
-0.134915,999,758.659276
-0.117515,999,759.100582
-0.122644,999,759.577136
-0.114704,999,760.014025
-0.118891,999,760.490803
-0.109762,999,760.920055
-0.11682,999,761.40302
-0.105187,999,761.860044
-0.117066,999,762.340531
-0.114433,999,762.771037
-0.115124,999,763.249722
-0.108743,999,763.67887
-0.123034,999,764.158547
-0.112415,999,764.588357
-0.1029,999,765.076329
-0.112796,999,765.505153
-0.111071,999,765.986604
-0.11478,999,766.413885
-0.109227,999,766.890771
-0.10463,999,767.32002
-0.10372,999,767.797649
-0.101052,999,768.233117
-0.103363,999,768.710951
-0.110624,999,769.143483
-0.119209,999,769.574117
-0.111534,999,770.049624
-0.111165,999,770.477529
-0.109486,999,770.966877
-0.099335,999,771.392995
-0.107353,999,771.873562
-0.10363,999,772.303348
-0.112446,999,772.781951
-0.107908,999,773.213348
-0.098104,999,773.687479
-0.11558,999,774.140169
-0.107736,999,774.614074
-0.103222,999,775.049094
-0.107486,999,775.525759
-0.101655,999,775.954052
-0.095282,999,776.42746
-0.105012,999,776.865069
-0.104192,999,777.340877
-0.107885,999,777.77164
-0.101357,999,778.254056
-0.102108,999,778.681752
-0.100021,999,779.156707
-0.101495,999,779.597956
-0.105298,999,780.081386
-0.097535,999,780.509402
-0.096469,999,780.995607
-0.100828,999,781.465824
-0.09116,999,781.942702
-0.100235,999,782.370959
-0.091571,999,782.853866
-0.100608,999,783.280432
-0.102109,999,783.806825
-0.108702,999,784.24061
-0.109251,999,784.717848
-0.100539,999,785.150346
-0.105331,999,785.629109
-0.105397,999,786.080476
-0.098432,999,786.555795
-0.09772,999,786.988593
-0.098006,999,787.465476
-0.103965,999,787.894424
-0.098374,999,788.324166
-0.095849,999,788.801611
-0.098543,999,789.236541
-0.097883,999,789.716738
-0.097303,999,790.151039
-0.090967,999,790.633588
-0.092086,999,791.064962
-0.096254,999,791.541367
-0.091819,999,791.976004
-0.094981,999,792.453513
-0.095009,999,792.88736
-0.092931,999,793.363173
-0.091487,999,793.792644
-0.097409,999,794.278487
-0.10174,999,794.709855
-0.096152,999,795.194487
-0.080869,999,795.623228
-0.095782,999,796.103834
-0.094277,999,796.530501
-0.095901,999,797.008413
-0.084958,999,797.441816
-0.095614,999,797.941375
-0.094668,999,798.370614
-0.087243,999,798.853127
-0.081247,999,799.287871
-0.084756,999,799.766382
-0.082965,999,800.194744
-0.078897,999,800.671681
-0.088337,999,801.109354
-0.084059,999,801.585367
-0.083186,999,802.019422
-0.087729,999,802.496034
-0.088119,999,802.92801
-0.07966,999,803.403325
-0.083921,999,803.841404
-0.08326,999,804.32031
-0.084989,999,804.755643
-0.085506,999,805.241756
-0.089169,999,805.669193
-0.085666,999,806.1455
-0.084067,999,806.573748
-0.089006,999,807.009197
-0.082574,999,807.483825
-0.080735,999,807.918122
-0.081171,999,808.401076
-0.079188,999,808.829848
-0.081253,999,809.325126
-0.074483,999,809.766762
-0.081432,999,810.273151
-0.084993,999,810.701764
-0.080638,999,811.181333
-0.077348,999,811.649372
-0.077131,999,812.123904
-0.081634,999,812.552112
-0.079601,999,813.057856
-0.080228,999,813.530405
-0.077733,999,814.01549
-0.07651,999,814.442478
-0.071129,999,814.913773
-0.077298,999,815.341706
-0.078485,999,815.82889
-0.080414,999,816.263767
-0.078258,999,816.73411
-0.076053,999,817.169341
-0.080948,999,817.649622
-0.077882,999,818.079403
-0.072475,999,818.559427
-0.078202,999,818.995494
-0.078733,999,819.470485
-0.08215,999,819.905483
-0.075085,999,820.38187
-0.076329,999,820.810752
-0.078676,999,821.28868
-0.082353,999,821.731994
-0.071526,999,822.224161
-0.071437,999,822.652221
-0.0747,999,823.132235
-0.066327,999,823.561513
-0.076049,999,824.039633
-0.069885,999,824.469182
-0.066794,999,824.94917
-0.075218,999,825.375722
-0.068161,999,825.805448
-0.071569,999,826.28517
-0.069068,999,826.714206
-0.071349,999,827.196726
-0.069375,999,827.626078
-0.07607,999,828.1129
-0.071907,999,828.544353
-0.072727,999,829.025615
-0.068554,999,829.455717
-0.072555,999,829.933446
-0.072812,999,830.362945
-0.066571,999,830.847988
-0.074144,999,831.277936
-0.068363,999,831.755365
-0.073586,999,832.188955
-0.067551,999,832.66705
-0.068567,999,833.100214
-0.075198,999,833.576041
-0.070688,999,834.023356
-0.065653,999,834.496412
-0.063996,999,834.930106
-0.064198,999,835.399221
-0.064714,999,835.823727
-0.0622,999,836.300638
-0.061658,999,836.724398
-0.068657,999,837.207029
-0.069139,999,837.631128
-0.065666,999,838.107442
-0.067891,999,838.526483
-0.064105,999,838.995719
-0.063767,999,839.429807
-0.062574,999,839.916453
-0.061345,999,840.343674
-0.062837,999,840.821258
-0.066718,999,841.253965
-0.059428,999,841.768818
-0.062162,999,842.197272
-0.069777,999,842.676112
-0.06032,999,843.112263
-0.062284,999,843.589662
-0.056584,999,844.068406
-0.065032,999,844.498049
-0.06436,999,844.976516
-0.062165,999,845.407739
-0.062401,999,845.913462
-0.061586,999,846.341053
-0.064857,999,846.825054
-0.061911,999,847.254834
-0.057278,999,847.738625
-0.054887,999,848.167237
-0.056582,999,848.642781
-0.060419,999,849.076924
-0.064208,999,849.553883
-0.063028,999,849.990833
-0.056569,999,850.463419
-0.063347,999,850.889963
-0.059708,999,851.364137
-0.057679,999,851.794495
-0.058624,999,852.275977
-0.060917,999,852.699799
-0.059644,999,853.183778
-0.057834,999,853.611835
-0.061123,999,854.084544
-0.058102,999,854.512206
-0.056306,999,855.003133
-0.057548,999,855.431637
-0.058609,999,855.916334
-0.060758,999,856.343553
-0.063885,999,856.821426
-0.057089,999,857.246961
-0.05966,999,857.735993
-0.059744,999,858.176993
-0.055578,999,858.654275
-0.053451,999,859.087733
-0.054988,999,859.564471
-0.056068,999,859.995026
-0.057232,999,860.473345
-0.0545,999,860.908765
-0.058083,999,861.381864
-0.055235,999,861.813136
-0.058987,999,862.247852
-0.058184,999,862.723264
-0.053844,999,863.154999
-0.051893,999,863.632529
-0.058885,999,864.069625
-0.058529,999,864.555763
-0.056803,999,864.985421
-0.05644,999,865.469629
-0.049147,999,865.89775
-0.049695,999,866.374387
-0.051996,999,866.804857
-0.04999,999,867.289795
-0.051719,999,867.717888
-0.056906,999,868.198102
-0.049361,999,868.626919
-0.05185,999,869.105915
-0.052004,999,869.548428
-0.053014,999,870.043808
-0.053261,999,870.472833
-0.054527,999,870.952155
-0.052852,999,871.386162
-0.054382,999,871.894941
-0.053735,999,872.326196
-0.045762,999,872.80301
-0.052952,999,873.238066
-0.053875,999,873.766847
-0.052578,999,874.199435
-0.049361,999,874.680426
-0.052692,999,875.106934
-0.048308,999,875.58391
-0.049239,999,876.019017
-0.051426,999,876.492815
-0.054001,999,876.927029
-0.052629,999,877.40168
-0.05088,999,877.834227
-0.056411,999,878.311008
-0.049956,999,878.740933
-0.045342,999,879.227159
-0.048178,999,879.656142
-0.053235,999,880.138441
-0.048676,999,880.567208
-0.051191,999,880.997941
-0.051364,999,881.478752
-0.049359,999,881.928833
-0.047349,999,882.406995
-0.046985,999,882.838737
-0.053247,999,883.322255
-0.046779,999,883.75165
-0.04714,999,884.232472
-0.050513,999,884.659978
-0.047546,999,885.156696
-0.048552,999,885.583887
-0.049295,999,886.061618
-0.044576,999,886.489659
-0.049818,999,886.965062
-0.05242,999,887.394461
-0.047548,999,887.881331
-0.046932,999,888.312514
-0.04665,999,888.790009
-0.04934,999,889.224284
-0.046766,999,889.700504
-0.047127,999,890.130389
-0.046934,999,890.605712
-0.050415,999,891.042908
-0.042331,999,891.516254
-0.049433,999,891.950505
-0.043242,999,892.433874
-0.045785,999,892.864126
-0.045817,999,893.35206
-0.044405,999,893.780787
-0.048857,999,894.279122
-0.046451,999,894.708071
-0.047744,999,895.187814
-0.047635,999,895.616937
-0.046185,999,896.094339
-0.044886,999,896.522333
-0.043092,999,897.007758
-0.04624,999,897.437421
-0.043607,999,897.918611
-0.042185,999,898.346786
-0.043649,999,898.827589
-0.043757,999,899.265742
-0.049102,999,899.709347
-0.04348,999,900.192674
-0.046622,999,900.622505
-0.045785,999,901.103312
-0.046512,999,901.574175
-0.044711,999,902.051635
-0.044907,999,902.481118
-0.042038,999,902.969455
-0.039472,999,903.438117
-0.044696,999,903.927829
-0.043054,999,904.363628
-0.042032,999,904.839874
-0.044638,999,905.272107
-0.043254,999,905.747756
-0.043811,999,906.197256
-0.042182,999,906.672969
-0.044865,999,907.095974
-0.042672,999,907.571745
-0.041482,999,908.00231
-0.042999,999,908.478827
-0.042656,999,908.915453
-0.043826,999,909.394726
-0.042435,999,909.825594
-0.042846,999,910.303432
-0.041729,999,910.732591
-0.041423,999,911.214019
-0.045337,999,911.642873
-0.043735,999,912.129375
-0.044835,999,912.558852
-0.040435,999,913.039682
-0.042981,999,913.468256
-0.043272,999,913.947863
-0.040593,999,914.375599
-0.041712,999,914.858959
-0.03961,999,915.289102
-0.042271,999,915.765618
-0.040155,999,916.209804
-0.040181,999,916.683421
-0.03998,999,917.113125
-0.042315,999,917.594938
-0.038839,999,918.046701
-0.041272,999,918.476774
-0.039656,999,918.955389
-0.040687,999,919.384462
-0.037928,999,919.860012
-0.040882,999,920.289854
-0.035895,999,920.769818
-0.040305,999,921.20606
-0.03761,999,921.685243
-0.040774,999,922.120469
-0.039519,999,922.603252
-0.039277,999,923.032966
-0.037245,999,923.509075
-0.039042,999,923.950454
